city,lat,lon
Deesa,24.2594977,72.1803348
Bhagwangola,24.3334648,88.3070509
Chhatarpur,24.3695641,84.1885769
Uchahera,24.3810731,80.7832544
Aron,24.3813938,77.4168008
Chhoti Sadri,24.3829511,74.7013558
Tharad,24.3897272,71.6292685
Katlicherra,24.469067,92.5581981
Mungaoli,24.4089425,78.0965907
Aklera,24.4150218,76.5663056
Raghunathganj,24.4615088,88.0665362
Bari Sadri,24.4155188,74.4751013
Jhumri Tilaiya,24.4348984,85.529513
Murarai,24.4393904,87.86126
Palel,24.450839,94.0262982
Deoghar,24.4898318,86.6990182
Abu Road,24.4828256,72.7820384
Dobhi,24.5332368,84.9053475
Rewa,24.5359,81.2934
Doongla,24.5071182,74.328998
Sherghati,24.5684657,84.8016642
Satna,24.5751308,80.8325721
Ashoknagar,24.576189,77.7302895
Jhalawar,24.5931704,76.1664528
Thoubal,24.6386954,93.996871
Bishnupur,24.6267287,93.7600454
Ramganj Mandi,24.6453169,75.9430409
Chhabra,24.6685519,76.8478646
Hailakandi,24.6846916,92.5645836
Farakka,24.7868983,87.9099061
Tikamgarh,24.7428616,78.8322022
Jhajha,24.7697902,86.3775631
Sanchore,24.7533864,71.7720096
Vallabhnagar,24.6733041,74.0023613
Pindwara,24.7926,73.0469
Gaya,24.7964355,85.0079563
Wazirganj,24.8005234,85.2380746
Lakhipur,24.7928227,93.0090947
Rafiganj,24.8186239,84.6333022
Karimganj,24.8647214,92.3681114
Kaliachak,24.8626213,88.0186202
Barharwā,24.8571403,87.7789524
Nawada,24.893152,85.5451599
Sirohi,24.8858,72.8589
Kamjong,24.8577847,94.5107757
Banka,24.8810826,86.9197693
Majhagawan,24.9179651,80.8071061
Dehri,24.90776,84.1901412
Chittorgarh,24.8837157,74.6244155
Jamui,24.9275595,86.2254945
Nathdwara,24.9303453,73.8224937
Chitalwana,24.9084204,71.660289
Kapasan,24.8877449,74.3123201
Sasaram,24.9509656,84.0148733
Singoli,24.9682,75.2916
Koraon,24.9978827,82.0718342
Bhinmal,25.0071053,72.2653077
Maharajpur,25.0169621,79.7265182
Malda,25.0057449,88.1398483
Ahraura,25.0159366,83.0329811
Rajgir,25.0299973,85.4207368
Mahāgama,25.0344023,87.3185899
Giriak,25.0272676,85.5246175
Amarpur,25.0399854,86.9028384
Bhabua,25.0420354,83.6087865
Kudra,25.046606,83.7920943
Warisaliganj,25.0167067,85.6398857
Chakia,25.0483283,83.2195469
Manikpur Sarhat,25.0651315,81.0996924
Lakshimpur,25.0052919,86.3960437
Kishanganj,25.1069614,76.6369912
Islampur,25.141775,85.2064677
Chunar,25.1281931,82.8835399
Lauri,25.1409432,80.0057406
Gangrar,25.051447,74.6101496
Haflong,25.1645049,93.017599
Bijolia,25.162885,75.3237803
Mohania,25.1676579,83.621622
Mahur,25.1830797,93.1133862
Ratua,25.2044556,87.9285908
Shankargarh,25.1836065,81.6166539
Sadri,25.1866458,73.4527029
Gudha Malani,25.1893,71.7218
Lakhisarai,25.176771,86.0931767
Bali,25.1895706,73.2905263
Bihar Sharif,25.193859,85.5208617
Kota,25.1737019,75.8574194
Dhorimanna,25.2039581,71.4385071
Chitrakoot Dham,25.2158257,80.9164001
Jehanabad,25.2113384,84.9873701
Chitrakoot,25.1743883,80.8691307
Bikramganj,25.2219788,84.2653139
Ekangar Sarai,25.2220539,85.2298038
Babina,25.2393732,78.4698691
Balurghat,25.2234352,88.7780654
Surajgarha,25.252957,86.2260458
Bhagalpur,25.2494829,86.9828131
Sohra (Cherrapunji),25.2777336,91.7292416
Desuri,25.2794664,73.5688591
Barhiya,25.2861994,86.0201258
Atarra Buzurg,25.2884104,80.5746861
Mahoba,25.2886851,79.8792071
Nursarai,25.2710548,85.4578766
Maibong,25.3021275,93.1332922
Keshoraipatan,25.2915232,75.9399658
Jalore,25.3476006,72.6260916
Bhilwara,25.348,74.636
Khliehriat,25.3587124,92.3669702
Ahore,25.3682474,72.7809896
Rajapur,25.3863662,81.1494181
Kabrai,25.4015677,80.0035135
Mokama,25.3958052,85.9220644
Balia,25.4234048,86.313751
Garahni,25.4068456,84.5558167
Begusarai,25.4139122,86.1348804
Kumarganj,25.4251628,88.7317867
Jowai,25.4434703,92.1973181
Prayagraj,25.4381302,81.8338005
Bakhtiyarpur,25.4586233,85.5369022
Jagdispur,25.4668347,84.4179931
Suriyawan,25.4641655,82.4181237
Langting,25.4972313,93.1136328
Barh,25.4711351,85.7060668
Manjhanpur,25.5306196,81.3749382
Saidpur,25.5367972,83.2217547
Baberu,25.5469357,80.7012999
Arrah,25.560317,84.6632139
Chirgaon,25.5735429,78.8126634
Buxar,25.5716195,83.9729568
Shillong,25.5759931,91.8827872
Garautha,25.5741086,79.2975183
Gursarai,25.6154461,79.1828015
Meluri,25.6844515,94.6284816
Phek,25.7098345,94.4633429
Narwar,25.6433256,77.9117307
Maner,25.6466488,84.8763388
Bakhri,25.6001555,86.2558659
Mungra Badshahpur,25.6579111,82.1902983
Saini,25.6660544,81.3262263
Machhlishahr,25.6875311,82.4109017
Lakheri,25.6730413,76.1922423
Moth,25.7294,78.9508
Marwar Junction,25.7259059,73.6097336
Barmer,25.745304,71.3998217
Bhim,25.7384145,74.079374
Ballia,25.7557446,84.1503303
Dighwara,25.7434481,85.0010412
Jaunpur,25.7472,82.689
Indragarh,25.7283498,76.191368
Nainwa,25.7698671,75.8541304
Pali,25.7682376,73.3275135
Chhapra,25.7784105,84.7514507
Revelganj,25.7846684,84.6447511
Purnia,25.7773601,87.4731227
Karandighi,25.8157405,87.9208421
Lumding,25.7535433,93.1731676
Kunda,25.7172101,81.5137022
Balotra,25.834763,72.2410908
Asind,25.7339012,74.3321514
Samastipur,25.8596845,85.7839038
Rasra,25.8608909,83.8556102
Saharsa,25.8758962,86.5926702
Vijainagar,25.9304646,74.6513212
Pachpadra,25.921916,72.253248
Lanka,25.9207022,92.9502797
Pratapgarh,25.921061,82.0023601
Supaul,25.9463295,86.2473604
Fatehpur,25.9291159,80.8105997
Hamirpur,25.9516,80.1511
Rohat,25.9582028,73.1404949
Orai,25.9863918,79.4534538
Wokha,26.0962958,94.2544489
Salon,26.0286877,81.4540176
Todaraisingh,26.0252473,75.4848698
Dhubri,26.019642,89.991393
Muhammadabad Gohna,26.0341851,83.3816323
Dalmau,26.0757662,81.051715
Mubarakpur,26.0875514,83.2905851
Raniganj,26.0850923,87.2355105
Masrakh,26.1037889,84.8040728
Dinhata,26.1279625,89.4631456
Goalpara,26.1783623,90.6226683
Ghatampur,26.1551192,80.1674983
Tribeniganj,26.1270382,86.8872792
Lambhua,26.1373895,82.2278891
Bilara,26.1818418,73.708888
Gauriganj,26.2071366,81.69259
Bilasipara,26.2316753,90.2324363
Raebareli,26.2207738,81.2465203
Pukhrayan,26.2269466,79.8397679
Tufanganj,26.3139208,89.6665579
Kasba Bonli,26.3303779,76.2270358
Barhalganj,26.28326,83.5066212
Barpeta,26.3257824,91.0075712
Sapotra,26.2922765,76.7535781
Jodhpur,26.2967719,73.0351433
Forbesganj,26.3049106,87.2632847
Nasirabad,26.297039,74.7369464
Jalalpur,26.3123442,82.7378132
Shergarh,26.3278926,72.295726
Joura,26.3439772,77.8036975
Nagaon,26.3482238,92.6858215
Matabhanga,26.3413614,89.2150554
Gohad,26.422782,78.4394152
Musarfirkhana,26.3750048,81.8030854
Kesariya,26.3521771,84.8707033
Akbarpur,26.3832104,79.9488395
Thakurganj,26.427636,88.1300288
Akbarpur,26.4200687,82.5382541
Rangia,26.4444441,91.6172816
Mangaldoi,26.436303,92.0306569
Nalbari,26.445568,91.4354335
Jagdishpur,26.456101,81.6198203
Dhing,26.4582273,92.4819173
Moirabari,26.4549295,92.4228752
Ajmer,26.4691,74.639
Pupri,26.470735,85.7017232
Karauli,26.4956,77.0275
Golaghat,26.5108262,93.9743686
Deoria,26.4998975,83.7829787
Inhauna,26.5247536,81.4908148
Tanda,26.5511,82.6621
Maynaguri,26.5652519,88.8221321
Pakridayal,26.5543618,85.0622034
Titabor,26.5924877,94.1951629
Jainagar,26.5882487,86.1402809
Kalaigaon,26.5741395,91.9755449
Sitamarhi,26.5942841,85.500428
Baori,26.6199627,73.1801874
Changtongya,26.5348636,94.6797413
Dibiyapur,26.6307,79.5536
Chauri Chaura,26.6502824,83.5873588
Sursand,26.6447224,85.7224332
Tezpur,26.6229928,92.7976082
Dhaka,26.6741967,85.1670195
Naksalbari,26.6844571,88.2001439
Dhaulpur,26.7010642,77.896749
Mon,26.7252584,95.0304359
Sagauli,26.7695492,84.7416781
Safipur,26.7377833,80.3445574
Hata,26.7403,83.7441
Maghar,26.7544858,83.1275735
Bairgania,26.7400904,85.2754564
Udalguri,26.7503815,92.0977245
Degana,26.8958747,74.3222498
Mohan,26.7802746,80.6745721
Faizabad,26.7807986,82.1486589
Rudauli,26.7492405,81.748054
Ayodhya,26.7990707,82.2052321
Basti,26.7895579,82.7231355
Asop,26.7967,73.5815
Bettiah,26.8023,84.5074
Amguri,26.8098175,94.5249646
Lucknow,26.8381,80.9346001
Bilhaur,26.8424857,80.0645793
Chariduar,26.8628617,92.7809069
Gohpur,26.8814942,93.6138414
Nawabganj,26.8637478,82.1381306
Phulera,26.8750866,75.2455501
Pinahat,26.8851057,78.374679
Dariyabad,26.88861,81.556182
Padrauna,26.9036455,83.9793208
Ramkola,26.9052307,83.837023
Nazira,26.9164974,94.736043
Raxaul,26.9833256,84.8523069
Malihabad,26.9231953,80.7100459
Pokaran,26.9198813,71.9197573
Barabanki,26.9274097,81.1948375
Kheenvsar,26.9782849,73.4058199
Sivasagar,26.9834936,94.6394226
Bhalukpong,27.0137235,92.6358068
Khonsa,26.9910099,95.5061065
Karhal,27.0033264,78.9404642
Nawa,27.0214531,75.0027941
Paraspur,27.0318259,81.7802686
Sandila,27.060558,80.5113664
Mundwa,27.0628056,73.8216985
Narkatiaganj,27.102923,84.4646072
Dimow,27.1272894,94.7405111
Itanagar,27.0979659,93.6237291
Khadda,27.1784019,83.8715042
Rangpo,27.1744361,88.5303403
Siswa Bazar,27.1468901,83.7578251
Gonda,27.1334827,81.9619743
Namchi,27.1661262,88.3651981
Kuchaman,27.1519,74.8621
Achhnera,27.1771454,77.7575072
Chomu,27.1726642,75.720359
Bilgram,27.1749307,80.0327344
Domariaganj,27.2041316,82.6525846
Deomali,27.1959185,95.4642398
Etmadpur,27.2336372,78.1981356
North Lakhimpur,27.236211,94.1038765
Naugarh,27.2793034,83.0855607
Naharkatia,27.286295,95.3258308
Farah,27.3206052,77.7622061
Kimin,27.3057191,93.9656023
Nichlaul,27.3134215,83.7257283
Jairampur,27.3568967,96.0134152
Bap,27.3747541,72.353164
Balrampur,27.4295126,82.1854602
Panchoo,27.5004982,73.2129316
Biswan,27.4904821,80.995364
Barhni,27.4971325,82.7908826
Tulsīpur,27.5337104,82.4165115
Mangan,27.5011476,88.5355333
Ziro,27.538668,93.815355
Raya,27.5575987,77.7916007
Etah,27.56002,78.6578425
Bahraich,27.5752,81.5954
Ladnu,27.6418,74.3949
Kanwat,27.5889822,75.6989924
Bhinga,27.7033838,81.9338433
Udaipurwati,27.7309897,75.4743975
Deshnoke,27.7986365,73.3446504
Kasganj,27.8077034,78.6456226
Laxmangarh,27.8214382,75.0250652
Nawalgarh,27.8503,75.2741
Nanpara,27.8684,81.5039
Aligarh,27.8815412,78.0690216
Hodal,27.8999168,77.3739284
Fatehpur Shekhawati,27.9959965,74.9604565
Atrauli,28.0298331,78.2853798
Budaun,28.0367001,79.1234
Tappal,28.0408088,77.5769278
Mandawa,28.0558375,75.1483915
Sri Dungargarh,28.0928483,74.0113994
Dibai,28.205448,78.260716
Faridpur,28.2083265,79.5375964
Nighasan,28.235056,80.8597376
Chirawa,28.2408,75.6448
Ballabgarh,28.3286134,77.3238914
Bareilly,28.355099,79.417851
Pilani,28.3622661,75.6042342
Palia Kalan,28.4312733,80.5810023
Loharu,28.4279477,75.8054759
Sardarshahar,28.4403,74.4895
Sikandarabad,28.4520179,77.6989831
Lunkaransar,28.4885,73.752
Charkhi Dadri,28.5919933,76.2719817
Bahadurgarh,28.6933239,76.9332373
Babugarh,28.7225944,77.8468842
Muradnagar,28.7733808,77.5033582
Modinagar,28.8320713,77.5770873
Sahwa,28.8753793,74.8477507
Sitarganj,28.9277351,79.7028923
Sonipat,28.9953758,77.0233627
Meham,28.9674025,76.2953562
Pantnagar,29.028405,79.4832094
Kanth,29.0594576,78.6290448
Mawana,29.099061,77.9208609
Bhadra,29.1012943,75.1675355
Sahaspur,29.1211913,78.6208906
Gohana,29.1372166,76.7045205
Nohar,29.1841366,74.7691392
Rawatsar,29.2631,74.4016
Miranpur,29.2904494,77.9477257
Pephana,29.3394075,74.8985863
Panipat,29.3912753,76.9771675
Rāmnagar,29.394835,79.126934
Kairana,29.394447,77.2052786
Ellenabad,29.4521412,74.6634653
Pilibanga,29.4916223,74.0790249
Muzaffarnagar,29.4662369,77.6961699
Afzalgarh,29.3930355,78.674504
Raisinghnagar,29.535814,73.4459111
Asandh,29.5212674,76.603457
Sirsa,29.5372849,75.0377649
Thana Bhawan,29.5869304,77.4169206
Padampur,29.7093806,73.62449
Gajsinghpur,29.6576658,73.4404763
Almora,29.601699,79.6632635
Pithoragarh,29.585871,80.215167
Deoband,29.6934924,77.6779885
Nisang,29.693166,76.7513556
Nanauta,29.7129613,77.4175857
Sangariya,29.7914438,74.4643995
Pundri,29.7607616,76.5590514
Gangoh,29.780632,77.2629435
Jakhal,29.8019302,75.8223255
Karanpur,29.8430883,73.4503328
Bāgeshwar,29.837601,79.771398
Baijnāth,29.9086073,79.6150451
Kurukshetra,29.9693747,76.8482787
Munsyari,30.06546,80.23453
Yamunanagar,30.1231349,77.286329
Jagadhari,30.1689,77.3019
Karnaprayag,30.259647,79.2170691
Nandaprayāg,30.33188,79.31992
New Tehri,30.37445,78.43277
Nathana,30.3159007,75.093077
Mussoorie,30.4569012,78.0782906
Jaito,30.4485444,74.8892204
Sri Muktsar Sahib,30.4692,74.5182
Nahan,30.5601803,77.2923596
Kot Kapura,30.5791768,74.8210744
Jalalabad,30.6065977,74.2581087
Raikot,30.6496526,75.5993128
Faridkot,30.6729772,74.7517033
Kalka,30.8380036,76.9395047
Samrala,30.8368764,76.1913755
Chaupal,30.9491214,77.591071
Sabathu,30.9756052,76.9898045
Makhu,31.1027381,74.9904064
Theog,31.1198924,77.358982
Ghumarwin,31.4421256,76.7075073
Tarn Taran Sahib,31.4555254,74.9269621
Barsar,31.5273595,76.464296
Hoshiarpur,31.5328523,75.9025485
Amritsar,31.6356659,74.8787496
Amb,31.6852327,76.1175499
Batala,31.8193025,75.1999941
Dehra Gopipur,31.8787244,76.2258111
Nadaun,31.7819445,76.3434752
Kahnuwan,31.9076836,75.4501301
Dhariwal,31.952066,75.3217361
Manali,32.2454608,77.1872926
Kangra,32.1031646,76.2723559
Dharamshala,32.2143039,76.3196717
Kaza,32.2243837,78.0722634
Pathankot,32.2692452,75.6528858
Nurpur,32.2997393,75.8839627
Samba,32.5622412,75.1165585
Dalhousie,32.5360472,75.9797487
Bhaderwah,32.9783699,75.7185638
Reasi,33.0791771,74.8362947
Nowshera,33.1575063,74.2403875
Kishtwar,33.3107908,75.7694213
Rajouri,33.3772495,74.3132332
Padum,33.4691405,76.8781759
Kulgam,33.6446899,75.0188432
Tral,33.926549,75.1140382
Kakapora,33.9479845,74.9275781
Badgam,34.0154721,74.7220085
Tangmarg,34.0582559,74.4227543
Uri,34.0878536,74.0305568
Leh,34.1642029,77.5848133
Ganderbal,34.2163108,74.7695535
Sopore,34.2869124,74.4625673
Handwara,34.3993139,74.2827396
Bandipora,34.4232433,74.635965
Kargil,34.5593048,76.1255767
Ahmedgarh,30.6772118,75.8258147
Avinashi,11.1907212,77.266879
Mettupalayam,11.3059363,76.9356545
Tambaram,12.9245279,80.1150525
Kanchipuram,12.836393,79.7053304
Walajapet,12.9254734,79.3637892
Kakching,24.4974827,93.9835543
Ranipet,12.9292452,79.3321712
Arcot,12.9078949,79.320393
Gudiyatham,12.9485676,78.8705336
Pernampattu,12.9366728,78.7187469
Pallikondai,12.905489,78.940936
Ambur,12.7874171,78.7188211
Bargur,12.5425826,78.3567173
Srinagar,34.0747444,74.8204443
Ichalkaranji,16.6959348,74.4555755
Ettumanoor,9.6705152,76.557804
Kayamkulam,9.1723603,76.500061
Karunagapally,9.0551448,76.5354179
Adoor,9.1529656,76.7355742
Coonoor,11.3459447,76.7965283
Devanahalli,13.2483502,77.7134377
Tabo,32.0939595,78.3836693
Kullu,31.9578974,77.1089232
Varanasi,25.3356491,83.0076292
Chintamani,13.3986587,78.0533058
Kannur,11.8763836,75.3737973
Mahé,11.7021978,75.5364701
Gelling,29.1345196,94.9776827
Gudalur,11.4992417,76.4923903
Sri Vijaya Puram,11.6645348,92.7390448
Kundrathur,12.9957704,80.0973114
Thirumazhisai,13.0540139,80.0607568
Perur,10.976406,76.9141784
Tanakpur,29.0740524,80.1096011
Kelambakkam,12.7871437,80.219987
Kottayam,9.591564,76.5221599
Baramulla,34.2086903,74.343498
Basohli,32.4985409,75.8179027
Chamba,32.5565043,76.1249971
Dibrugarh,27.4844597,94.9019447
Chabua,27.4826767,95.1730318
Champawat,29.3372715,80.0920862
Dehradun,30.3255646,78.0436813
Ukhimath,30.5139518,79.094756
Paonta Sahib,30.4384439,77.6211774
Chakrata,30.7013248,77.8703356
Rekong Peo,31.5421419,78.2708218
Drass,34.4292702,75.750761
Nalagarh,31.042466,76.7176443
Naraingarh,30.4723882,77.1242678
Rajpura,30.4776857,76.5937658
Sirhind,30.625015,76.3853971
Mandi Gobindgarh,30.6518301,76.2998708
Nawanshahr,31.1256744,76.1159294
Garhshankar,31.2154716,76.1426888
Sultanpur Lodhi,31.2144692,75.19477
Kartarpur,31.4397157,75.4989077
Kundah,11.2809911,76.6498924
Ramanattukara,11.1780876,75.8656196
Koyilandy,11.4383564,75.696891
Vadakara,11.5985451,75.5897432
Thalassery,11.7490639,75.4931578
Vandalur,12.8921486,80.0829603
Thiruporur,12.7258558,80.189518
Radaur,30.0309855,77.1518216
Indri,29.8789408,77.0520633
Gharaunda,29.5361921,76.9697923
Samalkha,29.2377095,77.0093811
Gannaur,29.133324,77.0176378
Kanakapura,12.5450268,77.4199095
Gubbi,13.3095743,76.9400698
Tiptur,13.258575,76.4737675
Biruru,13.5988956,75.9734401
Noida,28.5706333,77.3272147
Bidadi,12.7988507,77.3869947
Pennagaram,12.1331737,77.8992272
Erode,11.3306483,77.7276519
Auroville,12.0073927,79.8099471
Jaipur,26.9154576,75.8189817
Jhusi,25.4281109,81.9137525
Delhi,28.6328027,77.2197713
Shimla,31.1041526,77.1709729
Vidisha,23.916667,78.0
Achrol,27.1332143,75.9566333
Podanur,10.9585609,76.988307
Pazhaverkadu,13.4176606,80.3166702
Beas,31.5198016,75.2879683
Kunzer,34.0829324,74.5002436
Magam,34.0932933,74.5916244
Gingee,12.2544154,79.4157756
Balaramapuram,8.4247979,77.0457835
Marthandam,8.3065018,77.2223116
Cherthala,9.686177,76.3426114
Renigunta,13.6384508,79.5105191
Tirupati,13.6316368,79.4231711
Tirumala,13.6795235,79.3497522
Sri Kalahasti,13.7518033,79.7002288
Tiruvallur,13.1394221,79.9070839
Tiruttani,13.1769705,79.6127625
Howrah,22.5736296,88.3251045
Rameswaram,9.2844657,79.3125553
Hassan,13.0070817,76.0992703
Gangtok,27.329046,88.6122673
Bomdila,27.264445,92.4206519
Tawang,27.5879186,91.863733
Senge,27.45621,92.11212
Zemithang,27.7106891,91.730053
Dirang,27.36008,92.24121
Thingbu,27.6615349,92.0987879
Pakyong,27.2436107,88.5984989
Singtam,27.2319975,88.4970841
Ravangla,27.3051271,88.3644723
Bagdogra,26.6988847,88.3200303
Rongli,27.20352,88.70087
Lachen,27.7306136,88.5495009
Kaying,28.41339,94.67881
Naharlagun,27.103045,93.6923923
Bishwanath Charaili,26.7283548,93.1495466
Mechuka,28.5987453,94.1335827
Kharupetia,26.5174808,92.1469174
Dalgoan,26.556165,92.2003464
Sipajhar,26.3974,91.89652
Dergaon,26.71463,93.97019
Didihat,29.80179,80.25238
Gangolihāt,29.657291,80.039984
Thal,29.8271976,80.1391626
Berināg,29.7766204,80.0531299
Dhārchula,29.8491135,80.5414711
Gyalshing,27.29004,88.2573
Badrinath,30.7423302,79.4930256
Rānikhet,29.64374,79.4281214
Haldwani,29.2144809,79.5279012
Kapkot,29.9478464,79.9013865
Rudrapur,28.9707183,79.3972845
Lalkuan,29.0678634,79.5166143
Joshīmath,30.5555752,79.5612607
Kathgodam,29.2662305,79.5437432
Bhowali,29.3834967,79.5188391
Nainital,29.3905295,79.460869
Rudraprayag,30.28656,78.98072
Pokhri,30.34424,79.19907
Gopeshwar,30.40878,79.31855
Gadarpur,29.04236,79.24851
Gairsain,30.0546199,79.2899889
Gauchar,30.2889024,79.1570761
Narayn Bagar,30.14511,79.37348
Betalghat,29.55597,79.34189
Ghāt,30.2584832,79.4481189
Kaladhungi,29.2846338,79.3472645
Gangotri,30.9943684,78.9398699
Lansdowne,29.8378415,78.681756
Pauri,30.1479882,78.7759518
Satpuli,29.917273,78.710435
Jaspur,29.2787153,78.8277072
Jaiharīkhāl,29.8611769,78.681527
Uttarkashi,30.7291049,78.4403495
Gangori,30.7571971,78.4537454
Kotdwar,29.7459823,78.5201358
Chinyalisaur,30.5744141,78.3276556
Devprayag,30.1461443,78.5985849
Keylang,32.5713398,77.0345199
Tiuni,30.9431215,77.8484843
Sawra,31.1233868,77.75162
Nagal,29.8389229,77.6324548
Barla,29.6107753,77.7917988
Bhuntar,31.8875195,77.1436237
Nerchowk,31.6075891,76.9142821
Kandaghat,30.9670035,77.1074554
Chhutmalpur,30.0363016,77.7518248
Chandigarh,30.7334421,76.7797143
Kathua,32.3765524,75.5243044
Chandgad,15.9422756,74.183031
Khanapur,15.639879,74.5088917
Bicholim,15.5902655,73.9457096
Wagholi,18.5806299,73.9833099
Lakhanpur,32.3822,75.59418
Jwalamukhi,31.874083,76.320936
Chauntra,32.0145466,76.735512
Joginder Nagar,31.9901487,76.7929928
Baijnath,32.0497564,76.6449703
Qazigund,33.5934693,75.1658235
Banihal,33.4378883,75.1954855
Bijbehara,33.7935169,75.1061554
Awantipora,33.91891,75.01465
Pampore,34.01092,74.91303
Sankoo,34.2896796,75.96222
Dinanagar,32.1338479,75.4719883
Mahad,18.080753,73.42438
Devgad,16.3770393,73.3796243
Vijaydurg,16.5508096,73.3365435
Malvan,16.06064,73.4669499
Pen,18.736151,73.0949798
Belagavi,15.8572666,74.5069343
Karad,17.2852127,74.1822147
Perumbavoor,10.1147548,76.4778152
Wadakkancherry,10.6575278,76.248113
Tirur,10.9166828,75.923986
Ponneri,13.336164,80.1948281
Minjur,13.2786146,80.2577671
Arani,13.3310399,80.0835726
Palakkad,10.7681928,76.6521319
Lehragaga,29.9371188,75.8000781
Mauganj,24.667929,81.8811502
Thuckalay,8.2472349,77.3149781
Kuzhithura,8.315526,77.2068841
Suchindram,8.1561337,77.4659904
Kanyakumari,8.079252,77.5499338
Shencottai,8.9746556,77.2507289
Phalodi,27.1294121,72.3649644
Tirukkovilur,11.9692867,79.205183
Viluppuram,11.9425887,79.4950625
Bodinayakkanur,10.0085699,77.3523513
Uthangarai,12.2659055,78.5353724
Krishnagiri,12.5188835,78.2206536
Kaveripattinam,12.4185449,78.2184935
Dharmapuri,12.1347988,78.1589864
Kariamangalam,12.3078191,78.205895
Kalpakkam,12.5092553,80.1572349
Checkanurani,9.9416291,77.9734866
Andipatti Jakkampatty,9.9986958,77.619808
Kundadam,10.8509242,77.4465535
Kinathukadavu,10.8221208,77.0179042
Madathukulam,10.5607593,77.3635747
Oddanchatram,10.48766,77.7492413
Mundakkayam,9.5368168,76.8855086
Malappuram,11.0428925,76.0807838
Mapusa,15.590853,73.8102146
Perinthalmanna,10.9756774,76.2262573
Nilakkottai,10.1648333,77.85285
Elampillai,11.6048762,78.007001
Ayodhiyapatinam,11.6712182,78.2316475
Edappadi,11.5838413,77.8347612
Komarapalayam,11.4425129,77.6939806
Taramangalam,11.6934348,77.9696166
Pathanamthitta,9.2655337,76.7871514
Kattakada,8.5072457,77.0829921
Neyyatinkara,8.3994883,77.087201
Parassala,8.3428993,77.1547766
Kulasekaram,8.3646941,77.2996678
Hanumangarh,29.5760254,74.3342203
Jaisalmer,26.9116615,70.9124888
Makrana,27.0388103,74.7271171
Samdari,25.8135036,72.5791014
Gadra Road,25.741128,70.643358
Tiruchirappalli,10.8071144,78.6880939
Bagoda,25.2140512,72.0218813
Ummedabad,25.3759411,72.441763
Padroo,25.508703,72.2015668
Siwana,25.6497164,72.4209004
Thirukazhukundram,12.6021203,80.0591492
Kanhangad,12.3135605,75.092463
Wallajahbad,12.7916021,79.8180065
Talwandi Bhai,30.8582701,74.9300835
Madikeri,12.42149,75.7387543
Nilambur,11.2865083,76.2407387
Manjeri,11.1202289,76.1198109
Sultan Bathery,11.6631885,76.259553
Pandalur,11.4868759,76.3398232
Wandoor,11.1957415,76.2368755
Virajpet,12.1972711,75.8033421
Nangal,31.3837484,76.3754353
Changanassery,9.4432225,76.5411822
Banur,30.5558556,76.7172678
Batote,33.1227262,75.3210211
Ramban,33.2387042,75.2404448
Nakur,29.9186122,77.3053997
Ambahata,29.8574715,77.3351518
Purkaji,29.65778,77.84114
Balusseri,11.447057,75.8302102
Thamarassery,11.417752,75.9369456
Brahmavara,13.4336923,74.7436381
Sira,13.7409467,76.905738
Konark,19.8899428,86.0923104
Patna,25.6093239,85.1235252
Trimbak,19.9353864,73.5301768
Bhor,18.1508064,73.8430594
Lonand,18.0387975,74.186926
Nira,18.1002478,74.2136809
Jejuri,18.2768994,74.1602287
Saswad,18.3444347,74.0295234
Lonavala,18.7548563,73.4016729
Talera,25.3164866,75.7299916
Bundi,25.4416137,75.6375815
Rewari,28.1956468,76.6165179
Keeranur,10.5733857,78.7842652
Khadki,18.5681753,73.8507787
Nagpur,21.1498134,79.0820556
Vallam,10.7188244,79.0613163
Melattur,11.0600475,76.273908
Jalandhar,31.3323762,75.576889
Mannarkkad,10.9928999,76.45686
Adimali,10.0144274,76.9554575
Gamhāria,22.8094522,86.1033806
Jamshedpur,22.8015194,86.2029579
Deogarh,21.5370786,84.7301184
Banaigarh,21.8200396,84.954515
Sakti,22.0262563,82.959829
Dabhra,21.7812665,83.0816419
Kharsia,21.9905525,83.1042482
Singur,22.8130387,88.2283646
Muzaffarpur,26.1182898,85.3857888
Shahi,28.5497856,79.3160569
Sandi,27.2894559,79.9529044
Hajo,26.2491886,91.5265279
Dispur,26.1409355,91.7910265
Jorabat,26.0993157,91.8773204
Sonapur,26.1192493,91.9702229
Nakhola,26.1248565,92.2012506
Guwahati,26.1805978,91.753943
Anand Nagar,27.1026549,83.2747426
Sonepur,25.6977651,85.1569507
Hajipur,25.6905702,85.2090351
Agra,27.1752554,78.0098161
Shahpur,27.3835175,75.9624195
Kotputli,27.707172,76.1996447
Bansur,27.6846426,76.3552224
Behror,27.8900657,76.2858227
Pinjore,30.8042411,76.9149498
Mukerian,31.9519585,75.6139939
Talwara,31.9433091,75.8805819
Marigaon,26.2514907,92.3443835
Silchar,24.829588,92.797148
Bhuj,23.2472446,69.668339
Mathura,27.4955539,77.6855554
Bharatpur,27.2154447,77.4986962
Fatehpur Sikri,27.0911655,77.6623984
Morena,26.4909914,77.9813656
Gwalior,26.2037247,78.1573628
Datia,25.6689389,78.4582309
Mirzapur,25.1461346,82.5689952
Hisua,24.8374293,85.4195345
Barbigha,25.2183873,85.7365083
Khagaria,25.5112455,86.4756555
Bihpur,25.3876685,86.9341073
Naugachia,25.3857731,87.0997616
